evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.43302994706215653,1,,150,100
1,7,44,844,3.2779662441583377e-07,0,,152,100
2,12,81,881,0.4068493228816323,1,,151,100
3,25,175,975,3.7627668531388458e-06,0,,153,100
4,32,226,1026,4.009754591537396e-06,0,,156,100
5,39,268,1068,0.7419527507707151,1,,156,100
6,48,336,1136,4.0434471891841114e-08,0,,157,100
7,53,376,1176,9.371731163635581e-23,0,,162,100
8,58,408,1208,0.05620439588117027,1,,164,100
9,65,469,1269,1.553668501037281e-06,0,,165,100
10,70,507,1307,0.007369622824260537,1,,165,100
11,83,590,1390,8.86504859959157e-12,0,,167,100
12,89,620,1420,4.581894294430302e-06,0,,167,100
13,95,670,1470,0.01883147911409595,1,,163,100
14,100,711,1511,0.937289709570458,1,,156,100
15,105,739,1539,0.13400626070751212,1,,151,100
16,111,782,1582,6.23975265944083e-05,0,,142,100
17,118,832,1632,7.597514488910648e-21,0,,132,100
18,126,878,1678,0.5026140709711051,1,,121,100
19,132,923,1723,0.704220072892826,1,,116,100
20,137,953,1753,7.025974454432025e-08,0,,106,100
