evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.5265666678981509,1,,218,100
1,25,132,932,0.7971203083323921,1,,217,100
2,75,378,1178,0.5932711442955992,1,,213,100
3,87,443,1243,0.0931664153719809,1,,212,100
4,94,480,1280,0.8608572139989539,1,,212,100
5,112,562,1362,0.02428578989296344,1,,211,100
6,160,830,1630,0.0025286234867351715,1,,216,100
7,183,951,1751,0.0494537794491137,1,,222,100
8,547,2849,3649,0.02345603404562803,1,,220,100
9,552,2881,3681,0.6237182546213665,1,,223,100
10,561,2923,3723,0.029722861460247114,1,,220,100
11,578,3006,3806,0.7107432973223062,1,,221,100
12,586,3053,3853,0.05032191926414844,1,,222,100
13,594,3091,3891,0.5824973079807692,1,,224,100
14,635,3287,4087,0.574484501842667,1,,221,100
15,643,3331,4131,6.190467605630951e-05,0,,223,100
16,719,3729,4529,0.8713663580914863,1,,222,100
17,1409,7115,7915,1.6388516961771298e-19,0,,228,100
18,1415,7144,7944,1.455183882326254e-13,0,,233,100
