evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,1.0206477293545425e-19,0,,165,100
1,54,345,1145,2.578242750027458e-47,0,,166,100
2,116,722,1522,5.401703396795275e-34,0,,162,100
3,124,766,1566,1.6508788316004236e-33,0,,163,100
4,150,910,1710,2.2018429955486345e-38,0,,162,100
5,162,976,1776,4.174353415416235e-30,0,,158,100
6,172,1025,1825,5.922866462045344e-25,0,,156,100
7,183,1106,1906,8.524745605643654e-27,0,,152,100
8,189,1142,1942,1.854797118783167e-23,0,,156,100
9,569,3409,4209,8.723668588191149e-30,0,,174,100
10,1444,8434,9234,6.1006270960121435e-21,0,,181,100
11,1462,8539,9339,9.964419071298507e-37,0,,173,100
12,1487,8678,9478,1.9830078931158693e-24,0,,170,100
13,1502,8770,9570,1.9252051801978671e-16,0,,172,100
14,1537,8999,9799,2.874857889549228e-20,0,,179,100
15,1545,9046,9846,1.186096250129046e-46,0,,180,100
16,1572,9213,10013,1.0474684333968693e-15,0,,182,100
17,1577,9243,10043,3.0168837523111074e-26,0,,184,100
18,1615,9489,10289,3.4976000971841884e-28,0,,186,100
19,1636,9615,10415,3.9932166839484993e-45,0,,177,100
20,1646,9679,10479,2.237765259330479e-16,0,,175,100
21,1672,9815,10615,1.4056736485465619e-34,0,,171,100
