evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,2,12,812,0.006492304270482069,1,,179,100
1,33,195,995,2.4763823458925395e-19,0,,181,100
2,48,297,1097,0.00018967261344246896,0,,181,100
3,70,411,1211,3.821528454415805e-12,0,,181,100
4,75,435,1235,1.1125040289721769e-15,0,,181,100
5,82,481,1281,5.418825152963593e-13,0,,177,100
6,91,530,1330,3.463614869313372e-12,0,,176,100
7,96,556,1356,9.589573796028208e-09,0,,175,100
8,101,576,1376,5.196336117710218e-07,0,,173,100
9,110,617,1417,0.0069276346529771665,1,,171,100
10,119,660,1460,3.585967495113944e-10,0,,170,100
11,127,714,1514,1.108887215569187e-06,0,,168,100
12,139,797,1597,8.497953174230212e-08,0,,172,100
13,144,828,1628,1.3072048939887011e-07,0,,172,100
14,149,856,1656,8.132281416715692e-13,0,,173,100
15,154,901,1701,1.478512460249059e-14,0,,174,100
16,162,942,1742,4.674990370564374e-15,0,,172,100
17,168,975,1775,0.005041592253903336,1,,168,100
18,174,1002,1802,7.911838285725723e-06,0,,167,100
19,179,1027,1827,2.0175497909466908e-10,0,,164,100
20,185,1065,1865,2.4789162628670496e-09,0,,166,100
21,191,1102,1902,1.2752919054225867e-12,0,,168,100
22,200,1147,1947,9.052616955234894e-12,0,,166,100
23,220,1250,2050,1.2302210026496493e-16,0,,159,100
24,227,1289,2089,5.207022491744123e-13,0,,162,100
25,268,1513,2313,6.131068079280869e-17,0,,162,100
26,276,1567,2367,0.0001844212303577649,0,,165,100
27,399,2279,3079,5.186495133939277e-18,0,,109,100
28,406,2320,3120,6.298991481982975e-13,0,,101,100
