evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.3801877444833778,1,,177,100
1,6,31,831,3.07616309914441e-06,0,,178,100
2,14,78,878,0.00021501433284635443,0,,179,100
3,19,112,912,0.00018785107200369473,0,,181,100
4,24,145,945,0.0007272980810213411,0,,184,100
5,29,170,970,0.00046061254550714347,0,,183,100
6,35,200,1000,0.0013445497534625608,1,,180,100
7,45,255,1055,7.063824913693387e-05,0,,182,100
8,52,297,1097,0.0002849251697903919,0,,181,100
9,57,321,1121,0.00020472767827280235,0,,179,100
10,62,348,1148,2.1470013499962727e-05,0,,178,100
11,68,374,1174,0.1753116098329689,1,,177,100
12,75,411,1211,0.0006851603732001435,0,,174,100
13,81,443,1243,0.0023636508659659874,1,,174,100
14,86,469,1269,0.0006440218035267314,0,,174,100
15,91,498,1298,0.006513819983798692,1,,174,100
16,96,527,1327,0.0007774435205926338,0,,175,100
17,104,567,1367,0.00038759926263421464,0,,172,100
18,109,590,1390,0.0005831147151455084,0,,170,100
19,114,628,1428,0.0021717851456907063,1,,172,100
20,120,666,1466,0.0003390950331819933,0,,168,100
21,125,692,1492,0.004112088389344605,1,,163,100
22,130,729,1529,1.7451475459428243e-05,0,,153,100
23,135,754,1554,0.0015348126465458173,1,,148,100
24,143,795,1595,4.320788155964754e-06,0,,139,100
25,149,827,1627,2.359239962657283e-07,0,,132,100
26,156,861,1661,0.000677567912279325,0,,124,100
27,162,887,1687,2.4177420211126825e-06,0,,117,100
28,167,914,1714,0.00046607579013038645,0,,110,100
29,173,942,1742,0.10484767617294746,1,,105,100
30,178,973,1773,0.013950588883762771,1,,100,100
