evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,7,41,841,0.000429105684684902,0,,156,100
1,14,86,886,0.00048221042403826225,0,,156,100
2,21,123,923,0.19779505064737837,1,,156,100
3,29,170,970,0.33563063503141066,1,,159,100
4,37,225,1025,0.011192110956150766,1,,161,100
5,44,263,1063,0.004458053720697379,1,,158,100
6,50,297,1097,0.004279164405480332,1,,160,100
7,56,328,1128,0.211071001191253,1,,161,100
8,62,359,1159,3.0174204000517833e-05,0,,158,100
9,70,401,1201,0.14694324469597345,1,,159,100
10,79,459,1259,0.035696411370482614,1,,159,100
11,86,502,1302,0.41719468209667704,1,,154,100
12,95,552,1352,0.0024399447781599816,1,,152,100
13,100,580,1380,0.0016308933862062896,1,,152,100
14,108,627,1427,0.11601145051745008,1,,154,100
15,115,674,1474,4.583142911351479e-06,0,,152,100
16,121,718,1518,0.00012716428267423849,0,,156,100
17,134,807,1607,5.2859193329407265e-06,0,,156,100
18,140,841,1641,2.7527027264831725e-05,0,,160,100
19,174,1035,1835,0.13111350724669144,1,,160,100
20,209,1255,2055,0.0001958565307709187,0,,162,100
21,215,1297,2097,7.796573669049317e-09,0,,164,100
22,243,1473,2273,9.300948397755434e-16,0,,168,100
23,305,1844,2644,9.98497009933033e-10,0,,160,100
24,1223,7476,8276,1.5958256305226917e-14,0,,132,100
