evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.000859777493356941,0,,165,100
1,54,345,1145,7.003720130669651e-13,0,,166,100
2,116,722,1522,6.113335567783493e-23,0,,162,100
3,124,766,1566,7.857598181340818e-29,0,,163,100
4,150,910,1710,6.945301587598541e-25,0,,162,100
5,162,976,1776,9.35977798210203e-19,0,,158,100
6,172,1025,1825,2.9016589659156473e-16,0,,156,100
7,183,1106,1906,6.04817122019587e-17,0,,152,100
8,189,1142,1942,5.664333289598034e-19,0,,156,100
9,569,3409,4209,1.0444702727760487e-30,0,,174,100
10,1444,8434,9234,3.6820433702676633e-19,0,,181,100
11,1462,8539,9339,4.0595488632464026e-23,0,,173,100
12,1487,8678,9478,2.178975782454931e-18,0,,170,100
13,1502,8770,9570,3.7995899334602835e-19,0,,172,100
14,1537,8999,9799,6.91431683951561e-20,0,,179,100
15,1545,9046,9846,3.4964905321846223e-22,0,,180,100
16,1572,9213,10013,8.166688243459256e-17,0,,182,100
17,1577,9243,10043,7.099868702903914e-22,0,,184,100
18,1615,9489,10289,2.0921645786858788e-33,0,,186,100
19,1636,9615,10415,1.7233627933322088e-37,0,,177,100
20,1646,9679,10479,1.441733244810542e-25,0,,175,100
21,1672,9815,10615,1.2887484098480215e-20,0,,171,100
