evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.3278035143446647,1,,165,100
1,54,345,1145,0.0005560135258267148,0,,166,100
2,116,722,1522,0.10247860106287347,1,,162,100
3,124,766,1566,0.0027387037463304916,1,,163,100
4,150,910,1710,1.0262197426104112e-05,0,,162,100
5,162,976,1776,0.6534488895274573,1,,158,100
6,172,1025,1825,0.01187477688536923,1,,156,100
7,183,1106,1906,0.0007582676047142875,0,,152,100
8,189,1142,1942,0.014892701551008098,1,,156,100
9,569,3409,4209,4.515371866602022e-21,0,,174,100
10,1444,8434,9234,0.14143167844253773,1,,181,100
11,1462,8539,9339,0.04178796799552498,1,,173,100
12,1487,8678,9478,4.837404721934647e-16,0,,170,100
13,1502,8770,9570,0.0001272801361214592,0,,172,100
14,1537,8999,9799,0.0027786905883451286,1,,179,100
15,1545,9046,9846,0.00012852097465825848,0,,180,100
16,1572,9213,10013,1.9691188827713484e-05,0,,182,100
17,1577,9243,10043,0.0025091157435640013,1,,184,100
18,1615,9489,10289,0.014800269052713632,1,,186,100
19,1636,9615,10415,0.10802934611790806,1,,177,100
20,1646,9679,10479,0.047133625194259135,1,,175,100
21,1672,9815,10615,0.0008020184131962228,0,,171,100
