evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.008704984459578582,1,,150,100
1,7,44,844,3.91096261622376e-06,0,,152,100
2,12,81,881,3.066770594977623e-05,0,,151,100
3,25,175,975,2.3674005912818545e-15,0,,153,100
4,32,226,1026,4.2678336339672417e-11,0,,156,100
5,39,268,1068,3.416429581759178e-61,0,,156,100
6,48,336,1136,0.14250833183825823,1,,157,100
7,53,376,1176,0.6480455015709489,1,,162,100
8,58,408,1208,0.0029678977078092983,1,,164,100
9,65,469,1269,0.009323109297894703,1,,165,100
10,70,507,1307,1.771865806153114e-11,0,,165,100
11,83,590,1390,2.6849757902719642e-15,0,,167,100
12,89,620,1420,2.197219284744507e-24,0,,167,100
13,95,670,1470,1.1282998844418314e-56,0,,163,100
14,100,711,1511,8.79539617004108e-50,0,,156,100
15,105,739,1539,0.6846873464745404,1,,151,100
16,111,782,1582,0.9956925660215824,1,,142,100
17,118,832,1632,0.9968889258284899,1,,132,100
18,126,878,1678,0.504078727542844,1,,121,100
19,132,923,1723,0.969608008281561,1,,116,100
20,137,953,1753,0.9885523397767632,1,,106,100
