evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,3,13,813,7.831134241361707e-16,0,,178,100
1,8,53,853,6.499194292091388e-07,0,,180,100
2,17,105,905,6.4415396359279255e-15,0,,174,100
3,22,137,937,1.269784741749809e-09,0,,170,100
4,28,180,980,3.9862357161332453e-22,0,,172,100
5,34,207,1007,1.6277266268135584e-18,0,,170,100
6,39,243,1043,2.934823523879806e-19,0,,171,100
7,45,281,1081,1.3907934128979097e-08,0,,169,100
8,50,323,1123,2.5329210974062072e-18,0,,173,100
9,57,359,1159,5.511792263082576e-06,0,,168,100
10,62,389,1189,6.0119977288724825e-06,0,,163,100
11,67,424,1224,0.1299124943533707,1,,157,100
12,72,449,1249,4.575346330590766e-10,0,,151,100
13,78,486,1286,0.00023007753347517154,0,,144,100
14,90,543,1343,4.8108239857022686e-05,0,,132,100
15,96,585,1385,6.803871020210079e-17,0,,123,100
16,102,607,1407,1.1819515007067095e-17,0,,116,100
17,113,677,1477,4.944088323817392e-08,0,,101,100
