evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.014079305516744892,1,,218,100
1,25,132,932,3.267845412153377e-10,0,,217,100
2,75,378,1178,6.384017093714031e-12,0,,213,100
3,87,443,1243,7.420495743547862e-07,0,,212,100
4,94,480,1280,0.00010609989585293433,0,,212,100
5,112,562,1362,5.915639115016825e-07,0,,211,100
6,160,830,1630,6.60670879096197e-17,0,,216,100
7,183,951,1751,4.767767443702079e-12,0,,222,100
8,547,2849,3649,3.626486917272613e-13,0,,220,100
9,552,2881,3681,4.915816750736058e-12,0,,223,100
10,561,2923,3723,2.8330389284015753e-14,0,,220,100
11,578,3006,3806,6.810746401306883e-12,0,,221,100
12,586,3053,3853,1.816772899275149e-11,0,,222,100
13,594,3091,3891,1.633054739653362e-06,0,,224,100
14,635,3287,4087,2.8889964315976055e-16,0,,221,100
15,643,3331,4131,1.1602119225423653e-12,0,,223,100
16,719,3729,4529,2.8251106263436134e-12,0,,222,100
17,1409,7115,7915,3.3857842499688647e-16,0,,228,100
18,1415,7144,7944,1.3216804993980177e-08,0,,233,100
