evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.014537056405216079,1,,218,100
1,25,132,932,1.1449265117165554e-26,0,,217,100
2,75,378,1178,6.253135471686025e-16,0,,213,100
3,87,443,1243,2.2126509611416027e-10,0,,212,100
4,94,480,1280,1.5141792758738157e-08,0,,212,100
5,112,562,1362,8.023744759083139e-16,0,,211,100
6,160,830,1630,4.379521745197174e-19,0,,216,100
7,183,951,1751,3.2987067213485247e-20,0,,222,100
8,547,2849,3649,3.3842883749690442e-21,0,,220,100
9,552,2881,3681,6.184756587804419e-15,0,,223,100
10,561,2923,3723,3.81791620003529e-18,0,,220,100
11,578,3006,3806,1.6113211271983362e-09,0,,221,100
12,586,3053,3853,1.6669268067132577e-08,0,,222,100
13,594,3091,3891,1.5259658420932333e-07,0,,224,100
14,635,3287,4087,6.986087730179586e-16,0,,221,100
15,643,3331,4131,2.559687437754403e-15,0,,223,100
16,719,3729,4529,1.6533284189429148e-09,0,,222,100
17,1409,7115,7915,1.1596447800780526e-14,0,,228,100
18,1415,7144,7944,2.2966266885855628e-08,0,,233,100
