evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.0008054627516354529,0,,177,100
1,6,31,831,0.0019298430634783555,1,,178,100
2,14,78,878,0.13308076558707838,1,,179,100
3,19,112,912,0.0001459810561009525,0,,181,100
4,24,145,945,0.04580824425804055,1,,184,100
5,29,170,970,0.0004736469784023002,0,,183,100
6,35,200,1000,0.0004720142603914113,0,,180,100
7,45,255,1055,0.02483989293891788,1,,182,100
8,52,297,1097,0.00018168677731624045,0,,181,100
9,57,321,1121,0.012835648934944653,1,,179,100
10,62,348,1148,0.000700509866467313,0,,178,100
11,68,374,1174,0.042470719020717834,1,,177,100
12,75,411,1211,0.152820311524934,1,,174,100
13,81,443,1243,0.20735879663028095,1,,174,100
14,86,469,1269,0.1365802405063827,1,,174,100
15,91,498,1298,0.059240312233802946,1,,174,100
16,96,527,1327,0.005379366759139469,1,,175,100
17,104,567,1367,0.0030305200818771384,1,,172,100
18,109,590,1390,0.00274240757780827,1,,170,100
19,114,628,1428,0.05608993303446151,1,,172,100
20,120,666,1466,3.6293050305947945e-07,0,,168,100
21,125,692,1492,0.06217811742781218,1,,163,100
22,130,729,1529,0.1665281200091984,1,,153,100
23,135,754,1554,0.0018112604488906866,1,,148,100
24,143,795,1595,1.5066365503924672e-05,0,,139,100
25,149,827,1627,1.6843808448194617e-05,0,,132,100
26,156,861,1661,0.18343226313180433,1,,124,100
27,162,887,1687,8.742361573192176e-08,0,,117,100
28,167,914,1714,0.0003063611386123235,0,,110,100
29,173,942,1742,0.23997909320896132,1,,105,100
30,178,973,1773,2.2912411483448352e-05,0,,100,100
