evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.5321620915217004,1,,150,100
1,7,44,844,0.9550293784228411,1,,152,100
2,12,81,881,0.7080118862910914,1,,151,100
3,25,175,975,0.3176338385831811,1,,153,100
4,32,226,1026,0.7784740933726646,1,,156,100
5,39,268,1068,0.3374365659239451,1,,156,100
6,48,336,1136,0.8777345572831676,1,,157,100
7,53,376,1176,0.7273049426061493,1,,162,100
8,58,408,1208,0.9699491913329432,1,,164,100
9,65,469,1269,0.08932269984731836,1,,165,100
10,70,507,1307,0.10283110568706143,1,,165,100
11,83,590,1390,0.9224227636270629,1,,167,100
12,89,620,1420,0.9592100648379732,1,,167,100
13,95,670,1470,0.5561086875672561,1,,163,100
14,100,711,1511,0.7138864630370689,1,,156,100
15,105,739,1539,0.8143678185028214,1,,151,100
16,111,782,1582,0.9463375279250087,1,,142,100
17,118,832,1632,0.9500629305861196,1,,132,100
18,126,878,1678,0.9086215107494648,1,,121,100
19,132,923,1723,0.9907513129606523,1,,116,100
20,137,953,1753,0.9932869418266166,1,,106,100
