evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.00015893817529952207,0,,218,100
1,25,132,932,0.22017885486802236,1,,217,100
2,75,378,1178,0.02749968030574968,1,,213,100
3,87,443,1243,3.25955642607254e-06,0,,212,100
4,94,480,1280,0.241022586590116,1,,212,100
5,112,562,1362,0.0032146784913536204,1,,211,100
6,160,830,1630,1.2818614138350845e-07,0,,216,100
7,183,951,1751,6.873589147247399e-05,0,,222,100
8,547,2849,3649,2.056566396373986e-08,0,,220,100
9,552,2881,3681,0.003329769868008457,1,,223,100
10,561,2923,3723,1.7856093557688042e-06,0,,220,100
11,578,3006,3806,0.09658394194203403,1,,221,100
12,586,3053,3853,1.1038478477927009e-07,0,,222,100
13,594,3091,3891,0.022071551153142428,1,,224,100
14,635,3287,4087,0.18784503795863775,1,,221,100
15,643,3331,4131,1.129001479520316e-08,0,,223,100
16,719,3729,4529,8.148418824138535e-12,0,,222,100
17,1409,7115,7915,5.159382426955127e-12,0,,228,100
18,1415,7144,7944,2.1900281511345372e-07,0,,233,100
