evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,3,13,813,1.3816179282427312e-10,0,,178,100
1,8,53,853,2.0904092574541573e-09,0,,180,100
2,17,105,905,1.8281200481183835e-17,0,,174,100
3,22,137,937,2.0787259210645108e-11,0,,170,100
4,28,180,980,6.0831514742417465e-21,0,,172,100
5,34,207,1007,1.3557586600602938e-18,0,,170,100
6,39,243,1043,1.0668665350785596e-20,0,,171,100
7,45,281,1081,4.235719161324718e-05,0,,169,100
8,50,323,1123,4.478487845980012e-12,0,,173,100
9,57,359,1159,3.958358063033993e-07,0,,168,100
10,62,389,1189,1.282738199214546e-08,0,,163,100
11,67,424,1224,4.7687203230187974e-05,0,,157,100
12,72,449,1249,9.808939624009855e-11,0,,151,100
13,78,486,1286,2.0634965929356274e-14,0,,144,100
14,90,543,1343,1.9094633162678547e-21,0,,132,100
15,96,585,1385,2.9219403960709277e-16,0,,123,100
16,102,607,1407,8.083709016510238e-17,0,,116,100
17,113,677,1477,1.2574124268997174e-08,0,,101,100
