evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.00411745027911751,1,,177,100
1,6,31,831,0.0022012495564968097,1,,178,100
2,14,78,878,0.6799708464018741,1,,179,100
3,19,112,912,0.00045676438283848196,0,,181,100
4,24,145,945,0.11480057816488633,1,,184,100
5,29,170,970,0.0009688305770835845,0,,183,100
6,35,200,1000,0.1169021496246385,1,,180,100
7,45,255,1055,0.1211999609148238,1,,182,100
8,52,297,1097,0.022315744995734344,1,,181,100
9,57,321,1121,0.06300532061594986,1,,179,100
10,62,348,1148,0.05187112934326844,1,,178,100
11,68,374,1174,0.15610039176832946,1,,177,100
12,75,411,1211,0.31609847214652403,1,,174,100
13,81,443,1243,0.24630057261833935,1,,174,100
14,86,469,1269,0.23983913171130097,1,,174,100
15,91,498,1298,0.1704739175265294,1,,174,100
16,96,527,1327,0.004153241812860683,1,,175,100
17,104,567,1367,0.0016872338445062314,1,,172,100
18,109,590,1390,0.006041867430994213,1,,170,100
19,114,628,1428,0.0372789904985792,1,,172,100
20,120,666,1466,0.005355786232593321,1,,168,100
21,125,692,1492,0.032123052848193404,1,,163,100
22,130,729,1529,0.152274381300116,1,,153,100
23,135,754,1554,0.026337858998927,1,,148,100
24,143,795,1595,0.024710018264345563,1,,139,100
25,149,827,1627,0.0020617774888896205,1,,132,100
26,156,861,1661,0.3736940906475377,1,,124,100
27,162,887,1687,0.21432272656649728,1,,117,100
28,167,914,1714,0.036431295977207755,1,,110,100
29,173,942,1742,0.3354997234762935,1,,105,100
30,178,973,1773,0.000482771286223568,0,,100,100
