evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.12083112016556391,1,,182,100
1,5,31,831,0.6052482967732051,1,,181,100
2,14,87,887,0.0015210889521048152,1,,170,100
3,20,132,932,0.025054024562984483,1,,160,100
4,26,167,967,0.00384608898614461,1,,152,100
5,31,201,1001,0.0012925113196738838,1,,144,100
6,48,321,1121,0.07716036951185484,1,,120,100
7,55,371,1171,0.00025493961713046146,0,,109,100
