evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.1128332992467418,1,,165,100
1,54,345,1145,0.0006226703590710849,0,,166,100
2,116,722,1522,0.0032134229118681175,1,,162,100
3,124,766,1566,0.00032317240555877096,0,,163,100
4,150,910,1710,3.5467743280811605e-05,0,,162,100
5,162,976,1776,0.09535197045982922,1,,158,100
6,172,1025,1825,0.0056791451967556665,1,,156,100
7,183,1106,1906,0.00024561115572192084,0,,152,100
8,189,1142,1942,0.0027762517322108995,1,,156,100
9,569,3409,4209,2.184061521194629e-08,0,,174,100
10,1444,8434,9234,0.003293639539051138,1,,181,100
11,1462,8539,9339,0.004090690343079307,1,,173,100
12,1487,8678,9478,1.1020198499914083e-08,0,,170,100
13,1502,8770,9570,2.52141392851377e-06,0,,172,100
14,1537,8999,9799,0.001070275449485542,1,,179,100
15,1545,9046,9846,6.132568037219657e-07,0,,180,100
16,1572,9213,10013,4.459814699867241e-05,0,,182,100
17,1577,9243,10043,0.00017636453413917458,0,,184,100
18,1615,9489,10289,2.5583360415046395e-05,0,,186,100
19,1636,9615,10415,0.01941212142240455,1,,177,100
20,1646,9679,10479,0.007275138002396228,1,,175,100
21,1672,9815,10615,0.001554432313483555,1,,171,100
