evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,5.6580627069641175e-08,0,,177,100
1,6,31,831,2.950854628936745e-08,0,,178,100
2,14,78,878,0.0002065613748658117,0,,179,100
3,19,112,912,5.316099440873172e-09,0,,181,100
4,24,145,945,3.9779724744922645e-05,0,,184,100
5,29,170,970,2.025179105580961e-12,0,,183,100
6,35,200,1000,3.068234376635083e-08,0,,180,100
7,45,255,1055,1.0587831683837554e-14,0,,182,100
8,52,297,1097,1.2815768494853738e-12,0,,181,100
9,57,321,1121,7.036068506303048e-13,0,,179,100
10,62,348,1148,2.281212153803975e-12,0,,178,100
11,68,374,1174,2.8759376138383365e-10,0,,177,100
12,75,411,1211,3.294968662270498e-09,0,,174,100
13,81,443,1243,4.642145414141968e-07,0,,174,100
14,86,469,1269,2.9996296992446226e-07,0,,174,100
15,91,498,1298,4.844509320990782e-10,0,,174,100
16,96,527,1327,1.5178375446328162e-11,0,,175,100
17,104,567,1367,1.961814930749284e-14,0,,172,100
18,109,590,1390,4.268119339062163e-11,0,,170,100
19,114,628,1428,6.590177111043491e-10,0,,172,100
20,120,666,1466,9.241529660724478e-16,0,,168,100
21,125,692,1492,5.200445762309368e-19,0,,163,100
22,130,729,1529,1.3846905227234224e-17,0,,153,100
23,135,754,1554,4.701386609825394e-11,0,,148,100
24,143,795,1595,8.843739624238442e-19,0,,139,100
25,149,827,1627,6.675385504720618e-20,0,,132,100
26,156,861,1661,1.5693069836979892e-17,0,,124,100
27,162,887,1687,1.6247310810682977e-14,0,,117,100
28,167,914,1714,1.7608398056616078e-13,0,,110,100
29,173,942,1742,2.5770864243918524e-11,0,,105,100
30,178,973,1773,2.4411908283549483e-14,0,,100,100
