evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,7,41,841,0.031831587076062165,1,,156,100
1,14,86,886,0.022155407206946844,1,,156,100
2,21,123,923,0.803002779770806,1,,156,100
3,29,170,970,0.9179045649917202,1,,159,100
4,37,225,1025,0.000878219919477255,0,,161,100
5,44,263,1063,0.6945770530589805,1,,158,100
6,50,297,1097,0.3238081157647932,1,,160,100
7,56,328,1128,0.8500251793862171,1,,161,100
8,62,359,1159,0.18087557452844044,1,,158,100
9,70,401,1201,0.5884063390245303,1,,159,100
10,79,459,1259,0.0018728554761189033,1,,159,100
11,86,502,1302,0.8650428822207318,1,,154,100
12,95,552,1352,0.9111683107369676,1,,152,100
13,100,580,1380,0.01775225955622081,1,,152,100
14,108,627,1427,0.7654674213110442,1,,154,100
15,115,674,1474,0.02379789473271824,1,,152,100
16,121,718,1518,0.01625825720728927,1,,156,100
17,134,807,1607,0.013826386597444403,1,,156,100
18,140,841,1641,2.1601297829210265e-06,0,,160,100
19,174,1035,1835,0.606618154846312,1,,160,100
20,209,1255,2055,0.0012750102867109027,1,,162,100
21,215,1297,2097,0.0001533745930874285,0,,164,100
22,243,1473,2273,0.0001612936769099019,0,,168,100
23,305,1844,2644,0.0020031327460235744,1,,160,100
24,1223,7476,8276,0.0005439302592712664,0,,132,100
