evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.4015662912982299,1,,218,100
1,25,132,932,0.4858925825164258,1,,217,100
2,75,378,1178,0.45597906096801494,1,,213,100
3,87,443,1243,0.0236904707226919,1,,212,100
4,94,480,1280,0.35620467206727563,1,,212,100
5,112,562,1362,0.06853267261241196,1,,211,100
6,160,830,1630,0.006858465032974929,1,,216,100
7,183,951,1751,0.12113609417302672,1,,222,100
8,547,2849,3649,0.12530321500948619,1,,220,100
9,552,2881,3681,0.10098719789926376,1,,223,100
10,561,2923,3723,0.0001300324242863559,0,,220,100
11,578,3006,3806,0.37086327290778637,1,,221,100
12,586,3053,3853,0.006017560869310139,1,,222,100
13,594,3091,3891,0.011970585886382426,1,,224,100
14,635,3287,4087,0.2732224879762661,1,,221,100
15,643,3331,4131,0.3726309510785165,1,,223,100
16,719,3729,4529,0.0013305237106692911,1,,222,100
17,1409,7115,7915,5.107621933800162e-06,0,,228,100
18,1415,7144,7944,0.00030229420543376515,0,,233,100
