evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,7,41,841,1.2786119562811668e-09,0,,156,100
1,14,86,886,4.510686978054986e-05,0,,156,100
2,21,123,923,0.0011608102442956948,1,,156,100
3,29,170,970,0.3529085701956084,1,,159,100
4,37,225,1025,0.0002590703666932348,0,,161,100
5,44,263,1063,0.0001853019347986403,0,,158,100
6,50,297,1097,1.921808645690367e-06,0,,160,100
7,56,328,1128,0.7266548773125441,1,,161,100
8,62,359,1159,0.005891637616336809,1,,158,100
9,70,401,1201,0.0643047782630794,1,,159,100
10,79,459,1259,0.5372583203776458,1,,159,100
11,86,502,1302,0.7503426700208713,1,,154,100
12,95,552,1352,0.00035862814575786617,0,,152,100
13,100,580,1380,5.879780628860235e-27,0,,152,100
14,108,627,1427,0.8507339248436673,1,,154,100
15,115,674,1474,0.0004962455839318552,0,,152,100
16,121,718,1518,3.1529122320581794e-14,0,,156,100
17,134,807,1607,1.2889761579019846e-20,0,,156,100
18,140,841,1641,0.0006086593482511513,0,,160,100
19,174,1035,1835,0.004086420629077144,1,,160,100
20,209,1255,2055,3.7145933388287465e-07,0,,162,100
21,215,1297,2097,0.003697334958295568,1,,164,100
22,243,1473,2273,5.252840494800246e-07,0,,168,100
23,305,1844,2644,4.2453961714490177e-07,0,,160,100
24,1223,7476,8276,1.8349413736318555e-06,0,,132,100
