evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.4615799237154856,1,,218,100
1,25,132,932,3.321652052369915e-14,0,,217,100
2,75,378,1178,1.460494006003445e-17,0,,213,100
3,87,443,1243,1.2844685264354696e-36,0,,212,100
4,94,480,1280,4.1096018388158e-27,0,,212,100
5,112,562,1362,7.070473837999918e-32,0,,211,100
6,160,830,1630,2.2505595859880464e-24,0,,216,100
7,183,951,1751,6.579168768272264e-11,0,,222,100
8,547,2849,3649,6.772793826258325e-27,0,,220,100
9,552,2881,3681,4.0184397805694855e-13,0,,223,100
10,561,2923,3723,5.226594392789979e-11,0,,220,100
11,578,3006,3806,8.063841166248619e-21,0,,221,100
12,586,3053,3853,1.1918449609173739e-24,0,,222,100
13,594,3091,3891,5.484304445386594e-11,0,,224,100
14,635,3287,4087,9.440688500615134e-35,0,,221,100
15,643,3331,4131,5.42880599080301e-12,0,,223,100
16,719,3729,4529,7.915728564955999e-29,0,,222,100
17,1409,7115,7915,3.2575170155977696e-30,0,,228,100
18,1415,7144,7944,7.605804966890745e-28,0,,233,100
