evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,1.4948395537366755e-05,0,,137,100
1,5,33,833,8.419863700345117e-08,0,,129,100
2,11,73,873,5.077357819295721e-09,0,,122,100
3,16,101,901,1.3759071852544922e-10,0,,117,100
4,21,134,934,2.685328564077843e-09,0,,111,100
5,26,165,965,3.3992140829149406e-12,0,,106,100
6,32,202,1002,3.300745102908533e-14,0,,101,100
