evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,3,13,813,9.640792464693525e-05,0,,178,100
1,8,53,853,0.014614517657771206,1,,180,100
2,17,105,905,7.786026733418678e-08,0,,174,100
3,22,137,937,0.2784443410816774,1,,170,100
4,28,180,980,0.0011201729107100098,1,,172,100
5,34,207,1007,0.0010721530275474122,1,,170,100
6,39,243,1043,9.485726020656698e-06,0,,171,100
7,45,281,1081,0.6054113322051871,1,,169,100
8,50,323,1123,4.586716974578912e-06,0,,173,100
9,57,359,1159,0.0016983787942496064,1,,168,100
10,62,389,1189,0.006333615602222186,1,,163,100
11,67,424,1224,0.24329976244280366,1,,157,100
12,72,449,1249,0.00036086618817051297,0,,151,100
13,78,486,1286,0.21272080074083718,1,,144,100
14,90,543,1343,0.00036726088069722,0,,132,100
15,96,585,1385,2.445883134770957e-05,0,,123,100
16,102,607,1407,0.714090460414823,1,,116,100
17,113,677,1477,1.4179291430779483e-05,0,,101,100
