evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.9902074211296944,1,,150,100
1,7,44,844,2.318742773021495e-09,0,,152,100
2,12,81,881,1.2429486668265525e-06,0,,151,100
3,25,175,975,2.5786535854550702e-09,0,,153,100
4,32,226,1026,0.00012640739689414563,0,,156,100
5,39,268,1068,7.591554661520714e-12,0,,156,100
6,48,336,1136,1.931878909308429e-14,0,,157,100
7,53,376,1176,5.573805833595015e-09,0,,162,100
8,58,408,1208,2.501370585579959e-13,0,,164,100
9,65,469,1269,7.82840316718374e-05,0,,165,100
10,70,507,1307,0.0006981737485652138,0,,165,100
11,83,590,1390,8.1439929629587e-14,0,,167,100
12,89,620,1420,1.7869622766619443e-07,0,,167,100
13,95,670,1470,0.0016333313940282484,1,,163,100
14,100,711,1511,5.347140770303767e-08,0,,156,100
15,105,739,1539,7.446389642105356e-16,0,,151,100
16,111,782,1582,5.298049387694486e-10,0,,142,100
17,118,832,1632,7.245325355451491e-22,0,,132,100
18,126,878,1678,5.481532202429077e-10,0,,121,100
19,132,923,1723,8.005481505858467e-12,0,,116,100
20,137,953,1753,9.88534559193097e-14,0,,106,100
