evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.31379765855104413,1,,153,100
1,6,39,839,2.0954622900709573e-07,0,,151,100
2,11,71,871,5.805001590010301e-05,0,,152,100
3,17,99,899,0.00021210918662880495,0,,152,100
4,22,148,948,0.013012385693355444,1,,155,100
5,27,172,972,0.00019327053434919103,0,,155,100
6,34,233,1033,0.013419569732625555,1,,156,100
7,39,262,1062,0.000182336051137284,0,,147,100
8,44,307,1107,3.3474705283768255e-05,0,,139,100
9,49,335,1135,9.739309663599813e-05,0,,132,100
10,55,365,1165,0.0073084936395852555,1,,126,100
11,61,397,1197,0.004330309161222978,1,,119,100
12,66,435,1235,0.10147020668265148,1,,111,100
13,71,466,1266,1.2528878258509974e-05,0,,106,100
14,77,507,1307,5.2820276835052196e-05,0,,100,100
