evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,5.011952931445775e-16,0,,165,100
1,54,345,1145,2.4774947045527697e-14,0,,166,100
2,116,722,1522,1.7049429207439592e-14,0,,162,100
3,124,766,1566,3.409082077360036e-14,0,,163,100
4,150,910,1710,2.2206764224249085e-12,0,,162,100
5,162,976,1776,3.251135011428919e-19,0,,158,100
6,172,1025,1825,1.5161091530134863e-14,0,,156,100
7,183,1106,1906,5.539803006786828e-16,0,,152,100
8,189,1142,1942,1.275166245669136e-15,0,,156,100
9,569,3409,4209,6.105466164499197e-26,0,,174,100
10,1444,8434,9234,1.719679100948386e-17,0,,181,100
11,1462,8539,9339,1.366762231686555e-22,0,,173,100
12,1487,8678,9478,1.041762288147575e-23,0,,170,100
13,1502,8770,9570,1.2028320930581878e-17,0,,172,100
14,1537,8999,9799,6.515257845431165e-11,0,,179,100
15,1545,9046,9846,1.4182032088153576e-15,0,,180,100
16,1572,9213,10013,2.125777808394377e-24,0,,182,100
17,1577,9243,10043,1.498825179794282e-27,0,,184,100
18,1615,9489,10289,3.5750878122551666e-24,0,,186,100
19,1636,9615,10415,3.1377178575062123e-18,0,,177,100
20,1646,9679,10479,3.8032395784195706e-16,0,,175,100
21,1672,9815,10615,1.9958879358126909e-16,0,,171,100
