evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,3,13,813,0.9151703370366534,1,,178,100
1,8,53,853,0.09081029187597445,1,,180,100
2,17,105,905,0.0023325879764524377,1,,174,100
3,22,137,937,0.6440012815038052,1,,170,100
4,28,180,980,0.01805311065435381,1,,172,100
5,34,207,1007,0.11916564163584524,1,,170,100
6,39,243,1043,0.007277307021770076,1,,171,100
7,45,281,1081,0.8824212106735939,1,,169,100
8,50,323,1123,0.9632863213502646,1,,173,100
9,57,359,1159,0.9792512009422518,1,,168,100
10,62,389,1189,0.1154899197688226,1,,163,100
11,67,424,1224,0.9660911482187493,1,,157,100
12,72,449,1249,0.2427217415437881,1,,151,100
13,78,486,1286,0.9715844670202892,1,,144,100
14,90,543,1343,0.5980086041644239,1,,132,100
15,96,585,1385,0.7714691608354592,1,,123,100
16,102,607,1407,0.7885203367127243,1,,116,100
17,113,677,1477,1.0743526267890422e-06,0,,101,100
