evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.004831163988265382,1,,165,100
1,54,345,1145,0.17050551262812694,1,,166,100
2,116,722,1522,0.020094616165300654,1,,162,100
3,124,766,1566,0.02083430130277383,1,,163,100
4,150,910,1710,0.013192556259079643,1,,162,100
5,162,976,1776,0.14920357928852723,1,,158,100
6,172,1025,1825,0.0038316178966447075,1,,156,100
7,183,1106,1906,0.10333131105692135,1,,152,100
8,189,1142,1942,0.2029055165711823,1,,156,100
9,569,3409,4209,0.37163412560100484,1,,174,100
10,1444,8434,9234,0.0005089124401440614,0,,181,100
11,1462,8539,9339,0.07915346382326308,1,,173,100
12,1487,8678,9478,6.979314391247268e-05,0,,170,100
13,1502,8770,9570,0.016872450107579106,1,,172,100
14,1537,8999,9799,0.07768934682579888,1,,179,100
15,1545,9046,9846,2.9562221051259497e-05,0,,180,100
16,1572,9213,10013,0.0849687840854852,1,,182,100
17,1577,9243,10043,0.007934412686976715,1,,184,100
18,1615,9489,10289,0.08648019014230565,1,,186,100
19,1636,9615,10415,0.22615011715549904,1,,177,100
20,1646,9679,10479,0.17942003659461356,1,,175,100
21,1672,9815,10615,0.006408059451817306,1,,171,100
