evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.0017836557683859101,1,,218,100
1,25,132,932,3.3388686486591674e-07,0,,217,100
2,75,378,1178,7.28682701862484e-16,0,,213,100
3,87,443,1243,1.1876541991069206e-10,0,,212,100
4,94,480,1280,2.8712297673061145e-06,0,,212,100
5,112,562,1362,2.7707347443099124e-12,0,,211,100
6,160,830,1630,1.136812907684785e-12,0,,216,100
7,183,951,1751,4.310701518911027e-16,0,,222,100
8,547,2849,3649,8.500201522740456e-17,0,,220,100
9,552,2881,3681,3.1867737493566905e-18,0,,223,100
10,561,2923,3723,3.8586921574281173e-19,0,,220,100
11,578,3006,3806,1.1562291713118875e-12,0,,221,100
12,586,3053,3853,1.1970115761340308e-11,0,,222,100
13,594,3091,3891,4.370637042147577e-06,0,,224,100
14,635,3287,4087,7.057835871761961e-17,0,,221,100
15,643,3331,4131,1.2565471798388924e-20,0,,223,100
16,719,3729,4529,1.80686992935543e-27,0,,222,100
17,1409,7115,7915,3.6171048335978616e-23,0,,228,100
18,1415,7144,7944,9.85221835614497e-19,0,,233,100
