evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,3,13,813,7.542484687491375e-06,0,,178,100
1,8,53,853,6.52956585747723e-11,0,,180,100
2,17,105,905,2.13272259806008e-12,0,,174,100
3,22,137,937,8.132248798797919e-17,0,,170,100
4,28,180,980,1.3993474605866016e-24,0,,172,100
5,34,207,1007,4.2216373412001206e-13,0,,170,100
6,39,243,1043,8.08026417036045e-07,0,,171,100
7,45,281,1081,1.5699117322362854e-15,0,,169,100
8,50,323,1123,5.1411778589536126e-11,0,,173,100
9,57,359,1159,1.2854342331736654e-13,0,,168,100
10,62,389,1189,1.3597032175855449e-11,0,,163,100
11,67,424,1224,1.1494823550505906e-10,0,,157,100
12,72,449,1249,1.531772835576434e-09,0,,151,100
13,78,486,1286,2.9400290248256104e-08,0,,144,100
14,90,543,1343,0.0008524048511347603,0,,132,100
15,96,585,1385,3.953186738531956e-49,0,,123,100
16,102,607,1407,0.028250385322845472,1,,116,100
17,113,677,1477,7.280036821609436e-09,0,,101,100
