evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,4,21,821,1.637405185419889e-14,0,,157,100
1,13,65,865,4.6144143540613394e-08,0,,144,100
2,23,122,922,1.1939998089481895e-08,0,,132,100
3,36,190,990,2.2354626839499466e-24,0,,113,100
4,46,238,1038,3.005255737824809e-24,0,,102,100
