evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,1,5,805,1.1063797519241815e-24,0,,181,100
1,10,49,849,3.175363393212343e-27,0,,168,100
2,16,74,874,4.714119299596918e-37,0,,158,100
3,24,119,919,2.477856232899345e-32,0,,147,100
4,44,231,1031,6.385594997965196e-16,0,,113,100
