evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.6014595038564681,1,,153,100
1,6,39,839,0.011910711940521745,1,,151,100
2,11,71,871,0.03633963174435263,1,,152,100
3,17,99,899,0.050824021368868356,1,,152,100
4,22,148,948,0.05672524700241402,1,,155,100
5,27,172,972,0.332858045908512,1,,155,100
6,34,233,1033,0.7911947315123263,1,,156,100
7,39,262,1062,0.8777101233600999,1,,147,100
8,44,307,1107,0.6658848086417453,1,,139,100
9,49,335,1135,0.8931644408798429,1,,132,100
10,55,365,1165,0.8526000016572651,1,,126,100
11,61,397,1197,0.9378353741877664,1,,119,100
12,66,435,1235,0.9603835874323545,1,,111,100
13,71,466,1266,0.9555952104985909,1,,106,100
14,77,507,1307,0.7207179966700838,1,,100,100
