evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,7,41,841,2.3662915006252008e-26,0,,156,100
1,14,86,886,1.1165264704504254e-11,0,,156,100
2,21,123,923,6.986717472600279e-05,0,,156,100
3,29,170,970,8.063894222116173e-10,0,,159,100
4,37,225,1025,1.6962937726298169e-06,0,,161,100
5,44,263,1063,1.6331586456731273e-13,0,,158,100
6,50,297,1097,6.931058142494895e-13,0,,160,100
7,56,328,1128,1.0124491267683906e-20,0,,161,100
8,62,359,1159,2.112333878411531e-15,0,,158,100
9,70,401,1201,9.524996254200281e-19,0,,159,100
10,79,459,1259,9.34891157458999e-13,0,,159,100
11,86,502,1302,0.005475029950738202,1,,154,100
12,95,552,1352,5.692939337049981e-07,0,,152,100
13,100,580,1380,7.470025217601923e-26,0,,152,100
14,108,627,1427,5.135661119957692e-10,0,,154,100
15,115,674,1474,1.2031421381224858e-12,0,,152,100
16,121,718,1518,2.5504394305050344e-17,0,,156,100
17,134,807,1607,3.581213310565486e-14,0,,156,100
18,140,841,1641,4.879228154987372e-09,0,,160,100
19,174,1035,1835,2.676583411092446e-48,0,,160,100
20,209,1255,2055,2.5566000892426886e-15,0,,162,100
21,215,1297,2097,4.216007003299979e-08,0,,164,100
22,243,1473,2273,1.112108335952982e-16,0,,168,100
23,305,1844,2644,6.517639085573744e-27,0,,160,100
24,1223,7476,8276,4.076222574311969e-23,0,,132,100
