evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.0005848095587814352,0,,165,100
1,54,345,1145,3.238539053000031e-11,0,,166,100
2,116,722,1522,3.273521895239751e-47,0,,162,100
3,124,766,1566,1.0597420577213686e-45,0,,163,100
4,150,910,1710,2.4811831005380698e-37,0,,162,100
5,162,976,1776,2.6916227801161974e-20,0,,158,100
6,172,1025,1825,6.800826097958763e-14,0,,156,100
7,183,1106,1906,4.227505970375823e-12,0,,152,100
8,189,1142,1942,6.56881839150698e-15,0,,156,100
9,569,3409,4209,5.6364187183363836e-33,0,,174,100
10,1444,8434,9234,2.0691413688286823e-19,0,,181,100
11,1462,8539,9339,1.1630721567706461e-74,0,,173,100
12,1487,8678,9478,7.585618886055285e-17,0,,170,100
13,1502,8770,9570,1.9005575531115601e-19,0,,172,100
14,1537,8999,9799,1.5662467881953625e-26,0,,179,100
15,1545,9046,9846,4.581853792460098e-28,0,,180,100
16,1572,9213,10013,2.6140829317912486e-31,0,,182,100
17,1577,9243,10043,5.0136221862110854e-40,0,,184,100
18,1615,9489,10289,7.496966838021038e-34,0,,186,100
19,1636,9615,10415,4.688290371309868e-60,0,,177,100
20,1646,9679,10479,3.3059908161916808e-37,0,,175,100
21,1672,9815,10615,1.1352743930455535e-16,0,,171,100
