evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,3,13,813,2.1691557773700654e-08,0,,178,100
1,8,53,853,8.682556689774787e-06,0,,180,100
2,17,105,905,9.848365732650054e-18,0,,174,100
3,22,137,937,3.527659374591261e-10,0,,170,100
4,28,180,980,6.977804385307596e-23,0,,172,100
5,34,207,1007,3.366862205031984e-13,0,,170,100
6,39,243,1043,5.529403754554104e-19,0,,171,100
7,45,281,1081,0.01727016999294936,1,,169,100
8,50,323,1123,1.1288303207265972e-08,0,,173,100
9,57,359,1159,0.00015439767149602498,0,,168,100
10,62,389,1189,2.338238069886226e-05,0,,163,100
11,67,424,1224,0.0028083402405844394,1,,157,100
12,72,449,1249,4.4976760110190745e-07,0,,151,100
13,78,486,1286,3.505756795946355e-49,0,,144,100
14,90,543,1343,2.0260111912135374e-54,0,,132,100
15,96,585,1385,1.4448027572950324e-44,0,,123,100
16,102,607,1407,3.1754147402346666e-33,0,,116,100
17,113,677,1477,6.136723628023533e-14,0,,101,100
