evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,3,13,813,1.8037874220543727e-08,0,,178,100
1,8,53,853,7.773504461730579e-06,0,,180,100
2,17,105,905,4.3504811914000224e-17,0,,174,100
3,22,137,937,2.867207781921438e-06,0,,170,100
4,28,180,980,1.508721288979658e-16,0,,172,100
5,34,207,1007,6.02901321613945e-11,0,,170,100
6,39,243,1043,1.4494097682845552e-15,0,,171,100
7,45,281,1081,3.870841680515707e-05,0,,169,100
8,50,323,1123,1.0319944188673624e-09,0,,173,100
9,57,359,1159,0.0007305235771204286,0,,168,100
10,62,389,1189,0.00031043944828639854,0,,163,100
11,67,424,1224,0.13965686820733644,1,,157,100
12,72,449,1249,1.2537623124488732e-08,0,,151,100
13,78,486,1286,0.010568448561619962,1,,144,100
14,90,543,1343,5.6754058624548486e-05,0,,132,100
15,96,585,1385,4.4356085899839203e-16,0,,123,100
16,102,607,1407,5.0908672326407284e-17,0,,116,100
17,113,677,1477,3.3416047806088584e-08,0,,101,100
