evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,1.477263791419288e-05,0,,218,100
1,25,132,932,2.7271664730357005e-06,0,,217,100
2,75,378,1178,2.2986647787468493e-06,0,,213,100
3,87,443,1243,6.535133360134306e-11,0,,212,100
4,94,480,1280,7.116445490215325e-10,0,,212,100
5,112,562,1362,1.1196997125062404e-27,0,,211,100
6,160,830,1630,2.389809372195854e-19,0,,216,100
7,183,951,1751,1.6886776415911994e-14,0,,222,100
8,547,2849,3649,2.158369024894365e-05,0,,220,100
9,552,2881,3681,0.0004142907907074603,0,,223,100
10,561,2923,3723,4.1004739189261455e-07,0,,220,100
11,578,3006,3806,4.469985068414464e-19,0,,221,100
12,586,3053,3853,2.1840896183399047e-18,0,,222,100
13,594,3091,3891,1.2860073079740937e-20,0,,224,100
14,635,3287,4087,6.564553825266976e-21,0,,221,100
15,643,3331,4131,2.9297598440318147e-28,0,,223,100
16,719,3729,4529,5.229535753028493e-13,0,,222,100
17,1409,7115,7915,7.208857935162561e-18,0,,228,100
18,1415,7144,7944,2.436242363458413e-22,0,,233,100
