evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,2,12,812,8.920091818540809e-06,0,,179,100
1,33,195,995,2.001066955022432e-08,0,,181,100
2,48,297,1097,2.058086215018266e-08,0,,181,100
3,70,411,1211,0.03890252311809392,1,,181,100
4,75,435,1235,0.06842146398939052,1,,181,100
5,82,481,1281,1.1848269829116116e-09,0,,177,100
6,91,530,1330,0.0005316413000493265,0,,176,100
7,96,556,1356,0.018438805127539294,1,,175,100
8,101,576,1376,0.2726716625227135,1,,173,100
9,110,617,1417,0.4722766100180387,1,,171,100
10,119,660,1460,0.00018599707685834957,0,,170,100
11,127,714,1514,0.00018676782189676157,0,,168,100
12,139,797,1597,8.01416627337646e-08,0,,172,100
13,144,828,1628,5.805356782558743e-08,0,,172,100
14,149,856,1656,2.849816330577256e-05,0,,173,100
15,154,901,1701,1.1488818630642365e-05,0,,174,100
16,162,942,1742,2.535624541803298e-06,0,,172,100
17,168,975,1775,0.009704836569751345,1,,168,100
18,174,1002,1802,0.00030320749314823806,0,,167,100
19,179,1027,1827,1.9506190062620803e-05,0,,164,100
20,185,1065,1865,9.074279130995289e-05,0,,166,100
21,191,1102,1902,5.217698613680991e-10,0,,168,100
22,200,1147,1947,8.165910576401873e-10,0,,166,100
23,220,1250,2050,9.482290972348275e-13,0,,159,100
24,227,1289,2089,8.980154055441181e-09,0,,162,100
25,268,1513,2313,4.8562124539416066e-05,0,,162,100
26,276,1567,2367,0.001813450504805796,1,,165,100
27,399,2279,3079,4.354686633757334e-06,0,,109,100
28,406,2320,3120,7.138130167135823e-10,0,,101,100
