evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.10595040272991513,1,,182,100
1,5,31,831,0.14624215094300608,1,,181,100
2,14,87,887,0.00031060327427845645,0,,170,100
3,20,132,932,0.17351773063255896,1,,160,100
4,26,167,967,2.111405357562345e-14,0,,152,100
5,31,201,1001,6.06883824210798e-08,0,,144,100
6,48,321,1121,4.5931193101963705e-11,0,,120,100
7,55,371,1171,3.0746533373765126e-13,0,,109,100
