evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.5215275403814088,1,,218,100
1,25,132,932,0.7521646908529553,1,,217,100
2,75,378,1178,0.1443130546835293,1,,213,100
3,87,443,1243,0.008335317589757097,1,,212,100
4,94,480,1280,0.8955979013019597,1,,212,100
5,112,562,1362,0.009003759046808921,1,,211,100
6,160,830,1630,0.0008649964092700179,0,,216,100
7,183,951,1751,4.619002319719709e-06,0,,222,100
8,547,2849,3649,2.2241478473795728e-17,0,,220,100
9,552,2881,3681,0.0012429814430720242,1,,223,100
10,561,2923,3723,0.001374928853549909,1,,220,100
11,578,3006,3806,0.9814529772295005,1,,221,100
12,586,3053,3853,0.26147516218949424,1,,222,100
13,594,3091,3891,0.015931993740942396,1,,224,100
14,635,3287,4087,0.0015919477036462275,1,,221,100
15,643,3331,4131,0.060597691753712116,1,,223,100
16,719,3729,4529,3.686968970416841e-05,0,,222,100
17,1409,7115,7915,1.6698009961106553e-10,0,,228,100
18,1415,7144,7944,7.74098790809377e-10,0,,233,100
