evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,3,13,813,4.548858601038598e-27,0,,178,100
1,8,53,853,3.1056935820493826e-09,0,,180,100
2,17,105,905,4.579384017212863e-20,0,,174,100
3,22,137,937,6.572281887348907e-10,0,,170,100
4,28,180,980,4.5366522625381385e-27,0,,172,100
5,34,207,1007,3.8825221108433615e-20,0,,170,100
6,39,243,1043,3.434616068383483e-20,0,,171,100
7,45,281,1081,3.2100232102829766e-10,0,,169,100
8,50,323,1123,1.8198319852945085e-16,0,,173,100
9,57,359,1159,1.2015740424376729e-07,0,,168,100
10,62,389,1189,3.749374435008832e-05,0,,163,100
11,67,424,1224,0.2451619901594628,1,,157,100
12,72,449,1249,1.7295812500438316e-08,0,,151,100
13,78,486,1286,0.0009583048290867015,0,,144,100
14,90,543,1343,0.00034680332703240606,0,,132,100
15,96,585,1385,3.4503078544054254e-22,0,,123,100
16,102,607,1407,1.1508513578289268e-34,0,,116,100
17,113,677,1477,3.287674033017088e-11,0,,101,100
