evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,2.549626141419708e-05,0,,218,100
1,25,132,932,3.1582494931596313e-51,0,,217,100
2,75,378,1178,2.800122610094964e-23,0,,213,100
3,87,443,1243,3.477400522684939e-16,0,,212,100
4,94,480,1280,4.2646702727716643e-07,0,,212,100
5,112,562,1362,5.011284020513867e-09,0,,211,100
6,160,830,1630,1.182195868436751e-15,0,,216,100
7,183,951,1751,9.30645716989441e-23,0,,222,100
8,547,2849,3649,1.4485296369710673e-33,0,,220,100
9,552,2881,3681,2.8857044495108766e-25,0,,223,100
10,561,2923,3723,9.95074588338826e-19,0,,220,100
11,578,3006,3806,3.5565628635600442e-09,0,,221,100
12,586,3053,3853,2.282459875677498e-08,0,,222,100
13,594,3091,3891,9.902448227571302e-07,0,,224,100
14,635,3287,4087,1.598629532642468e-19,0,,221,100
15,643,3331,4131,4.768208505769133e-15,0,,223,100
16,719,3729,4529,1.2252383679807794e-19,0,,222,100
17,1409,7115,7915,1.814626225336923e-18,0,,228,100
18,1415,7144,7944,2.3764355039257215e-16,0,,233,100
