evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,1,5,805,2.079409748065286e-14,0,,181,100
1,10,49,849,8.103606810759239e-14,0,,168,100
2,16,74,874,3.3443363574958507e-17,0,,158,100
3,24,119,919,5.090069847104694e-19,0,,147,100
4,44,231,1031,1.2658156526538974e-13,0,,113,100
