evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.0004,0,,177,100
1,6,31,831,0.001,1,,178,100
2,14,78,878,0.4306,1,,179,100
3,19,112,912,0.0008,0,,181,100
4,24,145,945,0.161,1,,184,100
5,29,170,970,0.0,0,,183,100
6,35,200,1000,0.2812,1,,180,100
7,45,255,1055,0.5932,1,,182,100
8,52,297,1097,0.0228,1,,181,100
9,57,321,1121,0.0,0,,179,100
10,62,348,1148,0.0208,1,,178,100
11,68,374,1174,0.172,1,,177,100
12,75,411,1211,0.0,0,,174,100
13,81,443,1243,0.1426,1,,174,100
14,86,469,1269,0.4422,1,,174,100
15,91,498,1298,0.0082,1,,174,100
16,96,527,1327,0.0,0,,175,100
17,104,567,1367,0.0002,0,,172,100
18,109,590,1390,0.0066,1,,170,100
19,114,628,1428,0.0138,1,,172,100
20,120,666,1466,0.0,0,,168,100
21,125,692,1492,0.0,0,,163,100
22,130,729,1529,0.0,0,,153,100
23,135,754,1554,0.0012,1,,148,100
24,143,795,1595,0.0406,1,,139,100
25,149,827,1627,0.0,0,,132,100
26,156,861,1661,0.6834,1,,124,100
27,162,887,1687,0.0,0,,117,100
28,167,914,1714,0.3612,1,,110,100
29,173,942,1742,0.9848,1,,105,100
30,178,973,1773,0.0154,1,,100,100
