evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,1.3881548939734866e-14,0,,165,100
1,54,345,1145,2.7178709116112013e-17,0,,166,100
2,116,722,1522,4.764803859551437e-36,0,,162,100
3,124,766,1566,6.111578957670486e-25,0,,163,100
4,150,910,1710,1.0405082041315356e-17,0,,162,100
5,162,976,1776,2.3046325890077884e-22,0,,158,100
6,172,1025,1825,7.322244105743834e-20,0,,156,100
7,183,1106,1906,1.481438451548787e-12,0,,152,100
8,189,1142,1942,2.1901852252338552e-14,0,,156,100
9,569,3409,4209,1.4818588394320758e-28,0,,174,100
10,1444,8434,9234,7.189062727376502e-24,0,,181,100
11,1462,8539,9339,3.994509002447995e-12,0,,173,100
12,1487,8678,9478,6.66341852556276e-15,0,,170,100
13,1502,8770,9570,7.127011537967131e-11,0,,172,100
14,1537,8999,9799,6.765361839847342e-08,0,,179,100
15,1545,9046,9846,1.0829104570528456e-31,0,,180,100
16,1572,9213,10013,1.7158151255328923e-10,0,,182,100
17,1577,9243,10043,1.641697083983768e-27,0,,184,100
18,1615,9489,10289,6.638765731290057e-29,0,,186,100
19,1636,9615,10415,3.695044880972313e-18,0,,177,100
20,1646,9679,10479,2.67887767393053e-14,0,,175,100
21,1672,9815,10615,3.312733701757026e-09,0,,171,100
