evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,7,41,841,8.706824275329925e-15,0,,156,100
1,14,86,886,1.2197640765296383e-11,0,,156,100
2,21,123,923,7.3730237993994e-08,0,,156,100
3,29,170,970,1.904003751433108e-09,0,,159,100
4,37,225,1025,3.5550208760955146e-06,0,,161,100
5,44,263,1063,1.4459962199454635e-09,0,,158,100
6,50,297,1097,1.2143301150659077e-06,0,,160,100
7,56,328,1128,4.554692442622096e-12,0,,161,100
8,62,359,1159,2.6593762014517997e-07,0,,158,100
9,70,401,1201,2.1406749193159952e-20,0,,159,100
10,79,459,1259,3.0029599566050597e-14,0,,159,100
11,86,502,1302,0.19336016566168174,1,,154,100
12,95,552,1352,0.0002505542147244337,0,,152,100
13,100,580,1380,3.764730836951919e-05,0,,152,100
14,108,627,1427,3.4703937285990096e-05,0,,154,100
15,115,674,1474,2.662274912432504e-06,0,,152,100
16,121,718,1518,2.3663524335496194e-06,0,,156,100
17,134,807,1607,2.7192723635167343e-06,0,,156,100
18,140,841,1641,2.0626844810074723e-09,0,,160,100
19,174,1035,1835,2.5607874265910204e-14,0,,160,100
20,209,1255,2055,9.4215194191586e-14,0,,162,100
21,215,1297,2097,9.474893703523877e-07,0,,164,100
22,243,1473,2273,2.4068750842777667e-22,0,,168,100
23,305,1844,2644,7.451877061448174e-16,0,,160,100
24,1223,7476,8276,2.298517463467088e-10,0,,132,100
