evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.9971709914735397,1,,153,100
1,6,39,839,0.925586017429193,1,,151,100
2,11,71,871,0.9601548405784214,1,,152,100
3,17,99,899,0.9993087310877934,1,,152,100
4,22,148,948,0.9958334979696992,1,,155,100
5,27,172,972,0.9570406930859036,1,,155,100
6,34,233,1033,0.9996064814892226,1,,156,100
7,39,262,1062,0.998889769424634,1,,147,100
8,44,307,1107,0.9987092649383622,1,,139,100
9,49,335,1135,0.9986446142341736,1,,132,100
10,55,365,1165,0.9988044998095812,1,,126,100
11,61,397,1197,0.9985345746935433,1,,119,100
12,66,435,1235,0.9979491739641286,1,,111,100
13,71,466,1266,0.9354620685203412,1,,106,100
14,77,507,1307,0.985119160538977,1,,100,100
