evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,1.1221428422304082e-07,0,,150,100
1,7,44,844,1.1669632493674954e-39,0,,152,100
2,12,81,881,2.420791010399374e-15,0,,151,100
3,25,175,975,7.515035986957155e-10,0,,153,100
4,32,226,1026,1.0080159492680224e-10,0,,156,100
5,39,268,1068,1.9172391786925344e-61,0,,156,100
6,48,336,1136,3.5611996572578805e-28,0,,157,100
7,53,376,1176,1.140028751681627e-20,0,,162,100
8,58,408,1208,5.6156638626014524e-08,0,,164,100
9,65,469,1269,4.726928529250842e-19,0,,165,100
10,70,507,1307,9.835459801659347e-32,0,,165,100
11,83,590,1390,2.9551750456045457e-17,0,,167,100
12,89,620,1420,4.963715550269035e-09,0,,167,100
13,95,670,1470,0.0006582238692929823,0,,163,100
14,100,711,1511,1.401833651959651e-08,0,,156,100
15,105,739,1539,1.9605719544793547e-16,0,,151,100
16,111,782,1582,5.316271954535184e-10,0,,142,100
17,118,832,1632,1.920295160678903e-05,0,,132,100
18,126,878,1678,6.902728213230643e-13,0,,121,100
19,132,923,1723,3.478496891298538e-19,0,,116,100
20,137,953,1753,8.327614708675868e-10,0,,106,100
