evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,17,110,910,0.0010419990118676976,1,,271,100
1,50,326,1126,5.173184359927389e-10,0,,227,100
2,68,438,1238,6.929734654628256e-17,0,,188,100
3,77,500,1300,1.0439447254204692e-22,0,,168,100
4,83,544,1344,8.054931975597318e-35,0,,152,100
