evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,9.440265105713154e-05,0,,165,100
1,54,345,1145,0.4963641522258314,1,,166,100
2,116,722,1522,0.0003667219368220682,0,,162,100
3,124,766,1566,0.02929530364182081,1,,163,100
4,150,910,1710,0.0033917127885221563,1,,162,100
5,162,976,1776,0.6924905534001744,1,,158,100
6,172,1025,1825,0.2384753170968451,1,,156,100
7,183,1106,1906,0.7213967187461368,1,,152,100
8,189,1142,1942,0.7208241650696731,1,,156,100
9,569,3409,4209,0.5044842174520453,1,,174,100
10,1444,8434,9234,0.16520049592970973,1,,181,100
11,1462,8539,9339,0.7105432107733383,1,,173,100
12,1487,8678,9478,4.786420553965744e-09,0,,170,100
13,1502,8770,9570,0.19744810711257854,1,,172,100
14,1537,8999,9799,0.74635806002394,1,,179,100
15,1545,9046,9846,0.02430336260042005,1,,180,100
16,1572,9213,10013,0.27537533999790575,1,,182,100
17,1577,9243,10043,0.0881236710851083,1,,184,100
18,1615,9489,10289,0.7780899062180878,1,,186,100
19,1636,9615,10415,0.3924904068718965,1,,177,100
20,1646,9679,10479,0.4578055111224659,1,,175,100
21,1672,9815,10615,8.588853069360778e-09,0,,171,100
