evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,7,41,841,5.671872446928649e-05,0,,156,100
1,14,86,886,0.004013333073356389,1,,156,100
2,21,123,923,1.934664032032646e-05,0,,156,100
3,29,170,970,1.2186429396629912e-06,0,,159,100
4,37,225,1025,0.00029616140135583043,0,,161,100
5,44,263,1063,4.074128477001813e-05,0,,158,100
6,50,297,1097,0.0025087938201686834,1,,160,100
7,56,328,1128,0.003618274494724444,1,,161,100
8,62,359,1159,3.0257030628798887e-05,0,,158,100
9,70,401,1201,0.12684880421703207,1,,159,100
10,79,459,1259,0.10019646874640571,1,,159,100
11,86,502,1302,0.058306217436997106,1,,154,100
12,95,552,1352,0.07954202525543766,1,,152,100
13,100,580,1380,0.00014996991258099286,0,,152,100
14,108,627,1427,0.01210625258457075,1,,154,100
15,115,674,1474,0.00045178590302999725,0,,152,100
16,121,718,1518,0.4609346273299903,1,,156,100
17,134,807,1607,0.006518915636354388,1,,156,100
18,140,841,1641,3.698494028163891e-07,0,,160,100
19,174,1035,1835,1.3351901120353223e-08,0,,160,100
20,209,1255,2055,1.875469708428236e-06,0,,162,100
21,215,1297,2097,1.9040013494195653e-13,0,,164,100
22,243,1473,2273,7.315808434173792e-13,0,,168,100
23,305,1844,2644,2.074345494455625e-21,0,,160,100
24,1223,7476,8276,2.6737063478592717e-10,0,,132,100
