evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,7,41,841,4.445129845494691e-09,0,,156,100
1,14,86,886,8.673396924341307e-08,0,,156,100
2,21,123,923,0.0003713530656123205,0,,156,100
3,29,170,970,0.00791019855890246,1,,159,100
4,37,225,1025,0.002206522520823157,1,,161,100
5,44,263,1063,0.0074640016538841,1,,158,100
6,50,297,1097,0.0005921619230663009,0,,160,100
7,56,328,1128,0.0005602108719238104,0,,161,100
8,62,359,1159,3.987236281211495e-09,0,,158,100
9,70,401,1201,1.2831492603555947e-07,0,,159,100
10,79,459,1259,1.9234842610442577e-12,0,,159,100
11,86,502,1302,0.12433233751939128,1,,154,100
12,95,552,1352,0.0001871987013322988,0,,152,100
13,100,580,1380,0.0004328101580229284,0,,152,100
14,108,627,1427,0.03267757844520991,1,,154,100
15,115,674,1474,1.4074071678561708e-07,0,,152,100
16,121,718,1518,5.7666761419357455e-12,0,,156,100
17,134,807,1607,4.993369790488095e-15,0,,156,100
18,140,841,1641,5.330376874277272e-18,0,,160,100
19,174,1035,1835,4.665290189778189e-10,0,,160,100
20,209,1255,2055,2.6978591026944233e-10,0,,162,100
21,215,1297,2097,2.3284146605167463e-14,0,,164,100
22,243,1473,2273,5.941951830692157e-22,0,,168,100
23,305,1844,2644,7.581025193915132e-23,0,,160,100
24,1223,7476,8276,4.557712787677448e-27,0,,132,100
