evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,5.740461671278831e-06,0,,218,100
1,25,132,932,0.019922744291684075,1,,217,100
2,75,378,1178,0.0010155182721765079,1,,213,100
3,87,443,1243,8.242199578711947e-06,0,,212,100
4,94,480,1280,0.00014375283318155698,0,,212,100
5,112,562,1362,4.2547534738516636e-10,0,,211,100
6,160,830,1630,4.667461705154802e-10,0,,216,100
7,183,951,1751,1.09274485554195e-12,0,,222,100
8,547,2849,3649,6.716330607665575e-15,0,,220,100
9,552,2881,3681,1.1354637026530958e-10,0,,223,100
10,561,2923,3723,0.00010692549922531187,0,,220,100
11,578,3006,3806,0.04998955789393998,1,,221,100
12,586,3053,3853,0.004635976501789359,1,,222,100
13,594,3091,3891,4.537567609181723e-07,0,,224,100
14,635,3287,4087,2.1977080244287112e-08,0,,221,100
15,643,3331,4131,5.036302019530184e-06,0,,223,100
16,719,3729,4529,3.3221324152347054e-10,0,,222,100
17,1409,7115,7915,6.690964529491222e-13,0,,228,100
18,1415,7144,7944,1.2993971057307233e-08,0,,233,100
