evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.006273770123844748,1,,165,100
1,54,345,1145,0.8409979528952898,1,,166,100
2,116,722,1522,1.8368911465110683e-07,0,,162,100
3,124,766,1566,1.780449834015714e-05,0,,163,100
4,150,910,1710,0.2105671449776839,1,,162,100
5,162,976,1776,6.912387454932747e-10,0,,158,100
6,172,1025,1825,0.003755849266711696,1,,156,100
7,183,1106,1906,0.001800022969164181,1,,152,100
8,189,1142,1942,0.0012463204705935134,1,,156,100
9,569,3409,4209,0.5274203306587434,1,,174,100
10,1444,8434,9234,0.0002185410887109091,0,,181,100
11,1462,8539,9339,0.006067562609740889,1,,173,100
12,1487,8678,9478,1.0163847761310014e-07,0,,170,100
13,1502,8770,9570,0.5161255996978109,1,,172,100
14,1537,8999,9799,0.3287767001215726,1,,179,100
15,1545,9046,9846,7.739852282087298e-06,0,,180,100
16,1572,9213,10013,0.5024514796234404,1,,182,100
17,1577,9243,10043,0.0006777495449899598,0,,184,100
18,1615,9489,10289,0.0005104842929867975,0,,186,100
19,1636,9615,10415,1.043377566613287e-15,0,,177,100
20,1646,9679,10479,0.0019969817694135378,1,,175,100
21,1672,9815,10615,5.328379226437807e-06,0,,171,100
