evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,2.1714466756919455e-06,0,,177,100
1,6,31,831,1.8923988161721812e-10,0,,178,100
2,14,78,878,1.2995058632367294e-09,0,,179,100
3,19,112,912,2.1052475475713947e-11,0,,181,100
4,24,145,945,8.881224180831237e-10,0,,184,100
5,29,170,970,1.1623273913324706e-16,0,,183,100
6,35,200,1000,3.9652862266000353e-13,0,,180,100
7,45,255,1055,2.296127054696484e-13,0,,182,100
8,52,297,1097,5.158445490178142e-16,0,,181,100
9,57,321,1121,5.224734097458701e-13,0,,179,100
10,62,348,1148,8.633983660349114e-14,0,,178,100
11,68,374,1174,5.709085849526414e-14,0,,177,100
12,75,411,1211,1.882447297470013e-14,0,,174,100
13,81,443,1243,2.0402972515801185e-13,0,,174,100
14,86,469,1269,2.0045940044450036e-12,0,,174,100
15,91,498,1298,1.0924330210563703e-12,0,,174,100
16,96,527,1327,2.1269993943501417e-16,0,,175,100
17,104,567,1367,1.6400870125660043e-21,0,,172,100
18,109,590,1390,1.1513530969509823e-18,0,,170,100
19,114,628,1428,7.363756214992866e-20,0,,172,100
20,120,666,1466,5.234419480334647e-20,0,,168,100
21,125,692,1492,1.839150306996422e-25,0,,163,100
22,130,729,1529,1.8062324961230845e-12,0,,153,100
23,135,754,1554,1.1548294043055712e-16,0,,148,100
24,143,795,1595,2.922668987093223e-16,0,,139,100
25,149,827,1627,4.813613505360678e-18,0,,132,100
26,156,861,1661,3.0449882572907983e-13,0,,124,100
27,162,887,1687,4.1992800843122826e-17,0,,117,100
28,167,914,1714,1.4603764273114172e-15,0,,110,100
29,173,942,1742,4.975167182663699e-13,0,,105,100
30,178,973,1773,5.2231812815395105e-21,0,,100,100
