evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,3,13,813,6.432764029391642e-08,0,,178,100
1,8,53,853,4.14325238355437e-10,0,,180,100
2,17,105,905,6.956848938610861e-14,0,,174,100
3,22,137,937,1.0739410003590933e-08,0,,170,100
4,28,180,980,1.6011578023053614e-13,0,,172,100
5,34,207,1007,1.5632181315339784e-10,0,,170,100
6,39,243,1043,7.2730080453702e-12,0,,171,100
7,45,281,1081,2.479336020687485e-25,0,,169,100
8,50,323,1123,2.6387708371424326e-09,0,,173,100
9,57,359,1159,1.683673423670697e-12,0,,168,100
10,62,389,1189,1.0391085895118896e-10,0,,163,100
11,67,424,1224,2.3827761411269654e-08,0,,157,100
12,72,449,1249,5.685769829256224e-10,0,,151,100
13,78,486,1286,1.4389532807960359e-06,0,,144,100
14,90,543,1343,0.017209653752901302,1,,132,100
15,96,585,1385,0.0006114202675575228,0,,123,100
16,102,607,1407,0.027331901474473917,1,,116,100
17,113,677,1477,0.01718607742943011,1,,101,100
