evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.9799966549776319,1,,153,100
1,6,39,839,9.970179030479988e-06,0,,151,100
2,11,71,871,0.00029488911783492357,0,,152,100
3,17,99,899,7.001059644765942e-13,0,,152,100
4,22,148,948,1.4765195437508233e-05,0,,155,100
5,27,172,972,2.088010408002201e-06,0,,155,100
6,34,233,1033,0.0004765716374498509,0,,156,100
7,39,262,1062,0.00019211260308043532,0,,147,100
8,44,307,1107,2.976696262126012e-14,0,,139,100
9,49,335,1135,0.00010669666331134812,0,,132,100
10,55,365,1165,0.007400837588447045,1,,126,100
11,61,397,1197,0.0045650493785222845,1,,119,100
12,66,435,1235,0.9602076144994599,1,,111,100
13,71,466,1266,8.214264070255116e-08,0,,106,100
14,77,507,1307,0.0006980001821715967,0,,100,100
