evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,3.748320620866119e-10,0,,177,100
1,6,31,831,8.510253862206476e-17,0,,178,100
2,14,78,878,7.0835126121264236e-15,0,,179,100
3,19,112,912,2.9116408034090355e-11,0,,181,100
4,24,145,945,2.1665908960803186e-11,0,,184,100
5,29,170,970,1.363022864982091e-09,0,,183,100
6,35,200,1000,6.466968668486869e-12,0,,180,100
7,45,255,1055,1.0493499814558576e-11,0,,182,100
8,52,297,1097,2.4922828348987385e-11,0,,181,100
9,57,321,1121,9.809241420364986e-12,0,,179,100
10,62,348,1148,3.290254360692411e-13,0,,178,100
11,68,374,1174,1.1472123231056305e-15,0,,177,100
12,75,411,1211,2.821889400812292e-20,0,,174,100
13,81,443,1243,2.4609153534371508e-27,0,,174,100
14,86,469,1269,1.84600130716125e-22,0,,174,100
15,91,498,1298,1.1125136879369876e-20,0,,174,100
16,96,527,1327,6.2760445939059874e-27,0,,175,100
17,104,567,1367,4.255405190186122e-21,0,,172,100
18,109,590,1390,1.12573382773484e-19,0,,170,100
19,114,628,1428,1.7713813001796536e-19,0,,172,100
20,120,666,1466,3.047889945404269e-10,0,,168,100
21,125,692,1492,5.199155361887461e-16,0,,163,100
22,130,729,1529,8.303458504361566e-11,0,,153,100
23,135,754,1554,1.854695472303673e-10,0,,148,100
24,143,795,1595,4.645886967290679e-31,0,,139,100
25,149,827,1627,1.1235483262606797e-24,0,,132,100
26,156,861,1661,5.2505136848100006e-17,0,,124,100
27,162,887,1687,4.6194895428230685e-27,0,,117,100
28,167,914,1714,2.3811301397754797e-11,0,,110,100
29,173,942,1742,1.4141226755291435e-15,0,,105,100
30,178,973,1773,6.893278352197086e-20,0,,100,100
