evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,7,41,841,7.004439841329244e-19,0,,156,100
1,14,86,886,4.894527675242438e-13,0,,156,100
2,21,123,923,6.68511468912266e-05,0,,156,100
3,29,170,970,9.047526924224797e-06,0,,159,100
4,37,225,1025,7.84754549661657e-05,0,,161,100
5,44,263,1063,0.000310193911263299,0,,158,100
6,50,297,1097,8.586862499588576e-10,0,,160,100
7,56,328,1128,6.5640858126525e-08,0,,161,100
8,62,359,1159,0.00343693983087728,1,,158,100
9,70,401,1201,6.42155426146152e-19,0,,159,100
10,79,459,1259,3.7632956305557776e-11,0,,159,100
11,86,502,1302,0.020318698514909708,1,,154,100
12,95,552,1352,0.00041134764236310753,0,,152,100
13,100,580,1380,1.479204336081947e-19,0,,152,100
14,108,627,1427,0.006376711652839049,1,,154,100
15,115,674,1474,5.659552598317186e-07,0,,152,100
16,121,718,1518,1.1468725046101134e-30,0,,156,100
17,134,807,1607,4.409415631024202e-08,0,,156,100
18,140,841,1641,8.771674285641249e-09,0,,160,100
19,174,1035,1835,1.969712725542038e-11,0,,160,100
20,209,1255,2055,5.95993266119628e-10,0,,162,100
21,215,1297,2097,3.354008512655802e-06,0,,164,100
22,243,1473,2273,4.34734066341976e-08,0,,168,100
23,305,1844,2644,1.0139408469342324e-14,0,,160,100
24,1223,7476,8276,2.3024486069022964e-06,0,,132,100
