evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,3,13,813,7.503422452515804e-05,0,,178,100
1,8,53,853,0.001855776206628481,1,,180,100
2,17,105,905,6.21099177659114e-11,0,,174,100
3,22,137,937,0.00024011696759914622,0,,170,100
4,28,180,980,2.4223888016110124e-10,0,,172,100
5,34,207,1007,3.7758890579174423e-06,0,,170,100
6,39,243,1043,1.7959033538176063e-18,0,,171,100
7,45,281,1081,0.10422661625658132,1,,169,100
8,50,323,1123,1.508816353372371e-09,0,,173,100
9,57,359,1159,0.0014554520853481408,1,,168,100
10,62,389,1189,0.00041279673217409083,0,,163,100
11,67,424,1224,0.18172462993024946,1,,157,100
12,72,449,1249,4.298469891782313e-06,0,,151,100
13,78,486,1286,0.19510728651651693,1,,144,100
14,90,543,1343,8.430146607864914e-05,0,,132,100
15,96,585,1385,1.2330746538431848e-06,0,,123,100
16,102,607,1407,0.004169505177454995,1,,116,100
17,113,677,1477,5.791042128770851e-08,0,,101,100
